Sample	Control-Sample 1	Control-Sample 2	Control-Sample 3	Control-Sample 4	Control-Sample 5	Control-Sample 6	Control-Sample 7	Control-Sample 8	Control-Sample 9	Control-Sample 10	Control-Sample 11
FILIP1L	6.021237629	6.083775016	6.075098303	6.698537992	6.758742891	6.145133285	6.194358951	6.089055291	6.413170933	6.753510942	6.857346567
FIP1L1	9.807007088	9.851774023	9.770416128	8.051779923	7.703702897	9.653862565	9.754915888	9.734596164	7.836574302	7.755788905	7.752588045
FIS1	8.420953926	8.347838365	8.452204169	7.736787501	7.813774779	8.558053296	8.607008446	8.411303361	8.302063102	8.196607044	8.029359015
FITM1	6.997619845	6.946602209	6.942303364	8.005630163	7.716147247	7.125785398	6.722629958	7.111386098	7.895811547	8.211790976	8.013618581
FITM2	7.233993483	7.126848993	7.541530327	7.754767273	7.775452259	7.565269669	7.566967329	7.367187572	7.88647089	7.633692755	7.570197259
FIZ1	7.30270289	7.311194286	7.271005402	7.647429644	7.377028284	7.227240481	6.997089133	7.253043795	7.761305222	7.757909986	7.682608409
FJX1	6.556516784	6.546880573	6.481591184	7.379785557	7.240772255	6.541703775	6.375364436	6.467550123	7.267863476	7.453748023	7.193870285
FKBP10	6.770802623	6.605368395	6.653876892	7.195042411	7.516243703	6.865213622	6.616175349	6.801507903	7.197875218	7.479230561	7.562753765
FKBP11	8.916605024	8.496797866	8.334577214	7.898945961	7.739962833	8.458611673	8.040514397	8.540178421	8.078358989	7.960772322	7.902375114
FKBP14	5.758297846	5.300833912	5.34465809	5.577202209	5.363791345	5.156780863	5.221888678	5.213798296	5.338263948	5.362806502	5.504811044
FKBP15	9.396422827	9.464551876	9.233593315	7.623215758	7.695833783	8.519781694	8.965810253	8.870414042	7.674460652	7.653024179	7.984247547
FKBP1A	9.459019883	9.611310096	9.325594263	7.265273435	7.559835971	9.177371605	9.540059484	9.3147338	7.775168135	7.42798518	7.271623082
FKBP1B	7.44921469	7.561898885	7.691017628	8.174960626	8.13422094	7.486545448	7.400196342	7.463491677	8.108738754	8.084739307	8.26886945
FKBP2	7.941170883	7.820817182	7.604034247	8.070163889	8.309235316	7.632740795	7.299784981	7.694288232	8.27731065	8.236071611	8.487188866
FKBP3	6.627126735	6.709759325	6.652314394	6.326699125	6.142736088	6.593222285	6.956196081	6.575453023	6.463360886	6.161635793	5.9653872
FKBP4	8.407684152	8.608761201	8.603084769	7.579881589	7.697134383	8.310821787	8.380764075	8.022628584	7.977823694	7.880850794	7.799573046
FKBP5	8.716061483	8.77250923	8.668413461	7.854195176	7.747320259	9.15428396	9.19497595	10.01481555	7.554189753	7.923505768	7.43214098
FKBP6	5.375331417	5.701574007	5.945713036	6.615819409	6.523199669	5.937325558	5.861017407	5.875834114	6.63695517	6.414282705	6.349372355
FKBP7	6.072472432	5.980329258	6.050164275	6.857869058	6.630955813	6.018716507	6.107595815	5.957081141	6.460341213	6.590780145	6.609268881
FKBP8	10.0174348	10.12750431	9.961773794	8.97855317	8.855725021	9.021923839	8.966727499	9.204769196	9.067544609	9.076500307	9.15121193
FKBP9	5.290405972	5.093978423	5.252892462	5.223866566	5.742836223	5.141036257	5.177742426	5.205099221	5.228437769	5.193917582	5.162262412
FKBP9P1	6.539303073	6.457415356	6.619327902	7.615916492	7.42315794	6.630095266	6.609954371	6.603693101	6.986194742	7.020457753	7.275835837
FKBPL	6.510585377	6.636866741	6.395343906	6.991941272	7.239168879	6.626357362	6.511698898	6.492867435	7.370975045	7.383393259	7.365919952
FKRP	7.313853499	7.225988233	7.28965006	7.383445102	7.5109461	7.493695363	7.185737728	7.471122414	7.617416038	7.771040414	7.725966049
FKTN	6.541581434	6.52023522	6.658868402	6.753591166	6.614921816	7.053915024	7.208946384	7.134292826	6.59490679	6.603341487	6.72377697
FLAD1	7.507620238	7.503515704	7.356487184	7.388335935	7.307911164	7.33073765	7.378485613	7.329616971	7.479691356	7.351124754	7.45303188
FLCN	7.795176005	7.81672769	7.759308992	7.494463614	7.512582459	7.575440921	7.482420766	7.629043273	7.714163076	7.651022981	7.640266631
FLG	6.20387457	6.038662244	6.039487179	7.780716915	7.794311885	6.252960563	6.051280734	6.186262836	7.582488262	7.80406647	7.875902903
FLG2	6.431591204	6.38300783	6.319608903	7.508650491	7.740178772	6.403913586	6.273172705	6.358352302	7.382070617	7.666678491	7.674114569
FLI1	10.45853991	10.58406993	10.43168563	7.726068261	7.432074149	9.335979819	9.653060017	9.549844338	8.094552786	7.32220759	7.362198087
FLII	9.858428659	9.921457159	9.754603611	7.693103582	8.048879168	8.957305224	8.998170111	9.10706011	8.465729643	8.01488527	7.806736492
FLJ11292	6.662789411	6.515855925	6.964583463	8.050441838	7.925067773	6.886391627	7.141443009	6.886269677	7.454801013	7.990103964	7.957102042
FLJ11710	7.228077917	7.051339471	7.153197331	8.370630744	8.150300724	7.733801724	7.483299861	7.659803282	7.888925857	8.350828711	8.268532644
FLJ13224	6.978126972	7.093718617	6.762375394	6.987047947	7.324675614	6.748501486	6.556132017	6.775169093	7.129427279	7.458324581	7.305231844
FLJ13744	5.638082528	5.244799551	5.192265193	6.789285839	6.032947164	5.564042761	5.617013372	5.148763313	6.476632809	6.343418483	5.87043377
FLJ16171	7.285540933	6.834736494	7.349073298	9.112416048	9.383760444	7.274941842	7.165751184	7.719628395	8.991638051	9.219971946	9.219775971
FLJ16734	7.019990958	7.164404158	7.204903659	8.88133119	9.117050839	7.784418916	7.712802101	7.829247043	8.603689392	8.456288697	8.752377301
FLJ20712	5.255172124	5.208556276	5.204974064	6.116027833	6.057348457	5.644940689	5.60210645	5.683210796	5.887661735	6.050427689	5.866042497
FLJ22184	8.132792737	8.273492578	8.491007269	8.378355554	8.663220072	7.96816565	7.858217279	8.090779346	8.635036057	8.718587672	8.571305168
FLJ25694	7.491949273	7.378997064	7.347054365	8.185925996	8.090181244	7.650017748	7.127994321	7.5851278	8.100168217	8.485394624	8.146237715
FLJ25715	5.540644177	5.768181678	5.562321808	6.062389429	6.431208409	5.571807241	4.938859744	5.453366125	6.213053658	6.351137124	7.089127345
FLJ25758	6.292676544	6.34871446	6.255886637	7.315485965	7.434711941	6.274224451	6.183330376	6.196899955	7.137562519	7.338204595	7.395614284
FLJ26245	9.051026336	9.104965184	9.017891827	10.83265357	10.86540532	9.507941034	9.183926419	9.458556912	10.68305148	10.96267984	10.89547932
FLJ26850	5.81124238	6.003001738	6.18757576	6.692203992	7.047941844	5.920469576	5.915943895	6.092697952	6.536977608	6.6923435	6.930347048
FLJ27255	5.202574443	5.077110518	5.345616368	6.328100427	6.234394019	5.642880598	5.683918174	5.55110376	6.24875303	6.090965607	6.174694034
FLJ30064	7.544755835	7.458340988	7.157074036	7.859733551	7.506787573	7.47527137	7.985711036	7.660894399	7.50247382	7.899483814	7.598275868
FLJ30403	5.933183115	5.979579532	5.976377384	6.899187717	6.712637047	5.979087884	5.861052157	5.993735492	6.780349473	7.397828626	7.361891152
FLJ30679	6.058606564	5.893900936	6.113042003	7.311067102	7.026877503	6.354113592	5.967297743	6.006412483	6.735278458	7.199544754	6.833838844
FLJ31713	6.990614562	6.97638655	7.071805565	8.223161868	8.199893149	6.970186438	6.631067894	6.907167086	8.112027622	8.274047291	8.252315359
FLJ31715	7.361908693	7.451145159	7.611740433	7.298420046	7.486899363	7.348143877	7.070088735	7.094246628	7.715900233	7.606175696	7.526311432
FLJ32154	6.746272452	7.134518732	7.172977478	7.812594487	8.302794265	7.284495626	7.068595579	7.304830429	8.512985335	8.263973355	7.884964165
FLJ32790	5.5133423	5.535381144	5.509923818	6.203122832	6.311127062	5.574976429	5.470927257	5.627571821	6.236129029	6.679015547	6.173731096
FLJ32955	4.5916854	4.981619794	4.915544802	5.397577095	5.729762117	4.96743609	4.840971738	4.671853808	5.391320932	5.472637232	5.75181182
FLJ33360	6.300777183	6.430246796	6.367930141	7.650240396	7.658368599	6.472182304	6.222213361	6.525011763	7.175155297	7.65408462	7.63839247
FLJ33534	5.615545776	5.75181182	5.868294138	6.193868314	6.347531017	5.871740173	5.80561491	5.727544761	5.909629115	6.569302722	6.139297579
FLJ33544	5.925493912	5.912472631	5.949303803	6.900830589	6.765203207	5.9290098	5.902654883	5.769919809	6.672892021	6.890471013	6.935836874
FLJ34503	5.434788333	5.322775429	5.29558345	6.405874966	6.203394991	5.424905297	5.41171096	5.404290064	6.304558498	6.092697952	6.278404852
FLJ34521	6.649241804	6.577569314	6.197940071	7.456847209	6.543393802	6.914564523	6.74125124	6.831117195	7.082532289	7.297760017	7.462567709
FLJ35816	5.88026431	5.885830571	6.033735735	7.087059679	7.239044734	6.369747387	5.816822391	6.281223455	6.76172408	7.175973627	6.868328714
FLJ35934	6.982845306	7.038853161	7.101608059	7.448372395	7.823195253	6.984828565	6.818991123	7.049195106	7.985756568	7.687704605	7.709070023
FLJ36000	6.692789835	6.259961652	6.216526649	8.297040058	7.926545072	6.578602146	6.297248287	6.178330216	8.178664851	7.925091516	8.016852849
FLJ36840	6.768740119	6.922661701	6.784464722	8.805998538	8.813373973	6.716620573	6.591517859	6.793427737	8.355751912	8.391346712	8.883028124
FLJ36848	7.357991784	7.261850459	7.259272487	7.797045412	7.91645873	7.149574392	6.793622816	7.025349998	8.095217664	8.137247341	8.215625213
FLJ37035	6.25917643	6.054349263	6.316721402	7.358853362	7.41369562	6.397647255	6.328218937	6.317282358	7.012311665	7.28120676	7.589658636
FLJ37201	4.90143653	5.00231547	5.075494125	6.372553422	6.215199042	4.919406828	5.140610986	5.094316311	5.863517273	5.930550485	6.036905492
FLJ37453	5.949845383	6.250438653	6.215628125	6.497998693	6.143987208	5.936529586	5.871880602	6.081412067	6.655452012	6.464571888	6.82844118
FLJ37786	7.772688845	7.93920194	7.851805947	9.362706034	9.279501345	7.721904176	7.607825929	7.607090439	9.064335263	9.161294196	9.48785951
FLJ38379	6.17522118	6.356041663	6.877437522	7.58672722	7.342492522	6.890191304	6.373515976	6.993108222	7.88239239	7.077210948	6.481954387
FLJ38576	7.753350481	7.959857076	8.076409448	8.832108343	9.079164742	8.117700237	7.651245473	8.033301854	8.598089731	9.29279095	8.873071855
FLJ38668	7.930908795	7.911230181	8.052470238	8.324081513	8.785746699	7.629189025	7.234731226	7.887835953	8.51679524	8.546373607	8.876523086
FLJ38773	5.832325481	5.875389362	6.141923198	6.808488023	7.077851828	5.875566296	6.140717315	6.046268405	7.127705495	7.04697118	7.082170336
FLJ38894	7.086921729	6.666302128	6.597215308	7.658232909	8.339404658	6.703958928	6.752601425	6.854793598	8.015058168	7.977285648	7.890130491
FLJ40194	5.978133838	5.989788437	6.12127241	7.311194286	7.015314688	6.329747911	6.233960898	6.170912509	6.83752702	7.130498491	7.100862043
FLJ40288	5.036850559	4.801391497	5.176701749	5.978023979	5.806527712	5.107194055	5.00911423	5.042534906	5.927325234	6.197090851	6.101530323
FLJ40453	5.67645078	5.583470945	5.431298685	6.332052665	6.175546557	5.558123725	5.227263589	5.520830797	6.251667973	6.031456954	6.629838895
FLJ40536	5.911710754	5.952074921	5.906354294	6.143287286	6.124547335	6.003222175	5.80180793	6.017178105	6.369998584	7.280149025	6.776683056
FLJ41170	6.347492041	6.439262419	6.456119457	7.431380596	7.728961269	6.566942982	6.238186885	6.491522842	7.395011372	7.826688301	7.520445822
FLJ41327	6.640169726	6.594636625	6.888962376	7.999081116	7.937385591	6.693849328	6.360401151	6.738403064	7.933112281	8.025460741	7.988769883
FLJ41733	6.88256969	6.825264108	6.954661621	8.067117014	8.331736562	7.022390008	6.895060213	6.996908421	8.225694279	8.451775713	8.474715891
FLJ42102	5.860257661	5.906616458	6.066941636	7.097916241	7.435728593	6.133769	5.647734707	6.086751927	7.033599198	7.162834392	6.956265791
FLJ42220	5.864166331	5.961405704	6.175081425	6.926568791	6.439792661	6.353845503	6.165731088	6.07292041	6.743312994	6.611871717	6.545779991
FLJ42393	7.423334452	7.173287369	7.435795254	7.761677546	7.833022888	7.663707525	7.708614904	7.595831834	7.556092154	7.647551965	7.621788156
FLJ42627	7.363362882	7.086024945	7.492935936	7.677563719	7.848677639	7.203746788	6.995320813	7.271791742	8.236834439	8.216695438	7.855269432
FLJ43315	6.175107381	6.314723712	6.54856455	8.070883023	8.408215085	6.271916775	6.272355449	6.125388672	7.801197466	7.942150853	8.101965169
FLJ43763	6.038438377	6.111436179	6.144743884	7.513451267	7.496430392	6.322521281	6.06995989	6.122047305	7.054859328	7.58890948	7.704104222
FLJ43879	6.305961404	6.22011903	6.448446735	7.368017477	7.679684174	6.411285563	6.293399915	6.389177865	7.372377551	7.532542947	7.747803605
FLJ44124	6.011153441	5.750727082	5.712383928	6.936626162	6.969518912	6.441339057	6.199638976	6.318148698	6.560678275	6.431551091	6.853084945
FLJ44313	7.090895762	7.155992036	7.004265418	8.264967974	8.221200418	7.183029893	6.858316756	7.145860837	8.366781181	8.265155561	8.542931254
FLJ44385	6.578430058	6.73782194	6.503156299	7.534450744	7.438583956	6.785485163	6.51369286	6.625168188	7.31097625	7.664184144	7.617878818
FLJ44477	5.448230312	5.327687364	5.274664218	6.179009364	6.116780603	5.389652848	5.038049819	5.339279937	5.982738087	6.204741323	5.949838381
FLJ44635	7.692392324	7.812280008	7.640129227	7.688523084	7.472122177	8.072084357	7.937532721	7.9111223	7.506113159	7.410120586	7.322712347
FLJ44674	6.122374542	6.174596171	5.986429139	6.981727097	7.390504328	6.245537495	6.008211221	6.203019046	7.097452783	6.949138021	7.184915004
FLJ44790	6.640135012	6.661835092	6.635446785	7.791377811	8.091578194	6.663501178	6.508412806	6.522032202	7.957728912	8.091810888	8.18861357
FLJ44838	4.768099614	5.025542685	4.778403096	5.078716564	5.509759172	4.73437363	4.745565425	4.638931088	5.26391328	5.719684517	5.516853533
FLJ44874	6.147799183	6.105418276	5.820135553	7.465150065	7.241840184	5.899410098	5.713275151	5.939670886	7.055954813	7.173936923	7.051089278
FLJ45079	5.050575702	5.105271592	4.912817499	5.443218742	5.450901105	5.035887793	5.039897277	4.979700703	5.7817505	5.775869663	5.7370783
FLJ45248	6.712334399	6.652386105	6.823596524	7.541894234	7.529344654	7.305277452	6.862612563	6.740563334	7.592322479	7.767476039	7.999007806
FLJ45684	6.387160889	6.438186376	6.485231986	6.718553425	6.834496332	6.448735798	6.194945919	6.493299875	7.036547291	6.97545823	6.962976956
FLJ45721	5.288059508	5.268935866	5.269055595	6.324367792	6.225170797	5.308946927	5.463167947	5.204328555	6.157431827	6.286326727	6.474786453
FLJ45743	5.439303981	5.604216654	5.590188804	7.058857621	6.554159049	5.579134882	5.298335726	5.550355858	6.349370586	6.603335551	6.700203874
FLJ45825	6.964352421	6.761830437	6.578593089	6.675561913	6.939826009	7.295171992	7.220639513	6.61935725	6.687102692	6.462597154	6.728940868
FLJ45831	6.155324229	6.193298651	6.127034784	7.306025223	7.743945752	6.375501715	6.241889747	6.280106328	7.500762225	7.711371006	7.505430489
FLJ45832	7.096780202	7.088642622	6.976130031	8.609474079	8.493258537	7.090460359	7.018921554	7.131451074	8.4652324	8.720571381	8.46755284
FLJ45950	5.010614259	5.111849276	4.778403096	4.609441761	4.550340465	4.915740778	5.60292003	4.930988014	4.71680986	4.257289774	4.548769516
FLJ46010	5.995907316	6.099330977	5.94174721	6.98669535	6.581494365	6.184655204	6.09396575	6.05687828	6.654550109	7.311394125	6.924076126
FLJ46120	6.05392371	5.853963221	6.167369972	7.275314407	7.2980534	6.055221689	5.975737935	5.93619034	7.095333722	7.378563643	7.34142542
FLJ46363	6.348643183	6.120963579	6.091291506	7.947555122	7.809922437	6.616175349	6.449496997	6.365517578	7.812979471	7.851211834	7.987445937
FLJ46365	6.60378507	6.326576895	6.458715011	7.621165425	7.533828067	6.637787008	6.31914823	6.484025316	7.422645092	7.718210909	7.687844549
FLJ46836	6.637329122	6.632418004	6.732771179	7.677860557	7.582699001	6.946812723	6.841734159	6.947327182	7.41378869	7.83330125	7.886062338
FLJ90680	6.091505205	6.156582686	6.003930493	7.208195333	7.402210541	6.300143864	6.142049859	6.282087614	6.884781054	7.111928543	7.169213497
FLNA	11.72912362	11.73698109	11.46815563	9.418567358	9.475682774	11.48600033	11.05262918	11.41700331	10.29641152	9.508937642	9.17000014
FLNB	8.2553591	8.471825572	8.446789697	8.070480567	7.905663783	8.587113668	8.526393601	8.679138739	8.180028481	8.045961652	7.898196257
FLNC	7.048148979	7.099495097	7.11020662	7.901808176	8.136478518	7.056670226	6.665250632	7.008540672	7.96010622	8.324603615	8.10094612
FLOT1	9.290256204	8.987909172	8.906418637	7.937556261	8.050496256	9.083519217	9.424411967	9.274545885	8.258189117	8.179700133	8.020324398
FLOT2	9.823680905	9.933681804	9.926779283	8.329899464	8.39340762	9.743886863	9.925279968	9.812393934	8.863573024	8.533715178	8.612997468
FLRT1	6.735021155	6.745385252	6.937803401	7.780520083	7.748588698	6.945865171	6.600538866	6.709028655	7.978229957	8.292178967	7.696452931
FLRT2	5.375390502	5.510531578	5.678054998	6.298491531	6.374759556	5.662775172	5.577933305	5.656905324	6.129818776	6.231766469	6.232424765
FLRT3	5.250093725	5.247517426	5.363055405	6.656739469	6.267700582	5.347212086	5.291850321	5.401664595	6.294813708	6.700883556	6.541304194
FLT1	5.267562015	5.086889893	5.397755054	5.989509173	5.902580122	5.495743124	5.07373456	5.354208823	5.959366775	6.144819326	6.064475484
FLT3	7.301999107	7.358492968	7.018956804	7.072116522	6.953602822	6.433623829	7.824736036	7.057482765	6.892451744	7.012535153	7.014299495
FLT3LG	9.797275675	10.0435605	10.40345947	9.717431384	9.810500944	9.512418511	9.060528418	9.318407233	9.769416376	9.767595214	9.737030965
FLT4	6.950876622	6.884341495	6.829253387	7.382485694	7.3230007	6.683570143	6.669182709	6.726885698	7.544755835	7.634368193	7.625087803
FLVCR1	7.158942871	7.3265733	7.106714726	6.466594494	6.093929845	7.072341656	7.877155275	7.422804851	6.298680308	6.135803667	6.387941488
FLVCR1-AS1	5.772983552	5.846638731	5.96068314	6.656868151	6.980345254	6.147316876	6.140463747	6.238989342	6.607836278	6.869451957	7.18464727
FLVCR2	8.454163553	8.157109414	8.179162675	7.740158529	8.063082239	8.380430761	8.322676299	8.787203891	8.021046587	8.203445892	7.900486466
FLYWCH1	8.677053629	8.666824039	8.724667323	8.814643345	9.159003441	8.578534974	8.386159966	8.672499596	8.916972187	9.137611107	8.742717005
FLYWCH2	8.043043693	8.073456087	8.111657346	8.509311843	8.497281031	8.000090166	7.640924542	7.748722859	8.538192813	8.871150589	8.730296901
FMN1	7.627644161	6.691288159	6.529492272	7.30438441	7.45496304	7.110516132	7.104034898	7.377589222	7.473164766	7.51149378	7.111694453
FMN2	5.667872261	5.600055617	5.626342759	6.502120522	6.591556754	5.646159776	5.679468839	5.604720746	6.094252963	6.183655229	6.574318017
FMNL1	10.92080688	10.73172632	10.60507202	8.717546198	9.131201041	10.33148802	10.07329808	10.453497	9.779198972	8.897591374	8.83085742
FMNL2	6.338561689	6.340654838	5.826558656	6.18297628	6.088552937	6.058089162	6.039351185	5.985914781	6.097861477	5.950251434	6.274360447
FMNL3	8.204209202	8.393253154	8.445507389	7.556299119	7.666642989	8.128618194	7.821997144	7.763610755	7.428234533	7.728485173	7.520720815
FMO1	4.967334637	5.063886862	4.848492748	5.77616717	5.793807467	4.922778236	4.97478167	4.967717355	6.136394436	5.634413211	5.938398719
FMO2	5.727533869	5.701313394	5.81925943	6.758183232	6.582330188	5.635420664	5.809134007	5.76002396	6.838006295	6.602924483	6.669154357
